STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RO,Romania,2022,,21.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RO,Romania,2023,,12.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RO,Romania,2024,,-0.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2007,,11.4,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2008,,33.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2009,,2.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2010,,0.1,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2011,,25.3,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2012,,-0.2,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2013,,4.6,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2014,,-0.3,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2015,,0.9,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2016,,0.1,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2017,,-0.2,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2018,,1.2,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2019,,3.2,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2020,,2.5,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2021,,4.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2022,,18.6,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2023,,15.4,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,RS,Serbia,2024,,2.1,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,1996,,-5.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,1997,,0.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,1998,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,1999,,2.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2000,,1.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2001,,1.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2002,,2.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2003,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2004,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2005,,-1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2006,,-0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2007,,3.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2008,,10.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2009,,2.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2010,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2011,,3.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2012,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2013,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2014,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2015,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2016,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2017,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2018,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2019,,4.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2020,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2021,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2022,,12.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2023,,12.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SE,Sweden,2024,,-0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2001,,15.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2002,,13.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2003,,6.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2004,,2.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2005,,-1.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2006,,2.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2007,,5.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2008,,10.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2009,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2010,,-0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2011,,3.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2012,,2.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2013,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2014,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2015,,-0.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2016,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2017,,-0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2018,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2019,,1.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2020,,1.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2021,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2022,,14.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2023,,13.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SI,Slovenia,2024,,-0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,1997,,9.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,1998,,8.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,1999,,7.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2000,,4.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2001,,6.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2002,,2.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2003,,8.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2004,,8.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2005,,-1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2006,,2.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2007,,10.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2008,,17.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2009,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2010,,-1.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2011,,8.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2012,,3.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2013,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2014,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2015,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2016,,-2.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2017,,1.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2018,,3.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2019,,6.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2020,,1.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2021,,2.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2022,,20.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2023,,18.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,SK,Slovakia,2024,,4.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,1997,,83.2,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,1998,,72.5,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,1999,,61.6,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2000,,51.8,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2001,,60.8,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2002,,42.7,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2003,,25.3,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2004,,7.6,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2005,,4.1,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2006,,9.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2007,,14.4,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2008,,27.5,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2009,,4.1,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2010,,0.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2011,,6.9,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2012,,8.5,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2013,,11.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2014,,15.7,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2015,,7.3,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2016,,8.1,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2017,,8.3,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2018,,15.5,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2019,,20.4,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2020,,16.8,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2021,,25.0,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2022,,89.5,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2023,,55.9,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP0111,Bread and cereals,TR,Türkiye,2024,,52.9,,d,definition differs (see metadata),,
