STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2012,,505211790,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2013,,506031999,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2014,,507197970,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2015,,508580285,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2016,,509947085,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2017,,511044850,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2018,,512185994,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EU28,European Union - 28 countries (2013-2020),2019,,513426301,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,1995,,5107790,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,1996,,5124573,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,1997,,5139835,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,1998,,5153498,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,1999,,5165474,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2000,,5176209,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2001,,5188008,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2002,,5200598,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2003,,5213014,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2004,,5228172,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2005,,5246096,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2006,,5266268,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2007,,5288720,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2008,,5313399,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2009,,5338871,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2010,,5363352,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2011,,5388272,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2012,,5413971,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2013,,5438972,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2014,,5461512,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2015,,5479531,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2016,,5495303,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2017,,5508214,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2018,,5515525,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2019,,5521606,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2020,,5529543,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2021,,5541017,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2022,,5556106,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2023,,5583911,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FI,Finland,2024,,5619911,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,1995,,59418718,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,1996,,59624342,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,1997,,59830635,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,1998,,60046709,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,1999,,60351778,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2000,,60762169,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2001,,61201676,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2002,,61644062,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2003,,62078165,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2004,,62532556,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2005,,63001253,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2006,,63437350,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2007,,63826129,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2008,,64178710,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2009,,64504541,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2010,,64818789,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2011,,65127852,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2012,,65438667,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2013,,65771309,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2014,,66312067,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2015,,66548272,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2016,,66724104,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2017,,66918020,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2018,,67158348,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2019,,67382061,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2020,,67601110,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2021,,67842811,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2022,,68184457,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2023,,68372286,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FR,France,2024,,68551653,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,1995,,57844247,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,1996,,58025989,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,1997,,58207490,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,1998,,58397788,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,1999,,58677406,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2000,,59062385,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2001,,59476236,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2002,,59893870,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2003,,60303631,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2004,,60734343,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2005,,61181499,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2006,,61597486,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2007,,61965052,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2008,,62300288,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2009,,62615472,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2010,,62917790,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2011,,63223158,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,FX,Metropolitan France,2012,,63536918,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,1996,,4616450,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,1997,,4531650,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,1998,,4487350,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,1999,,4452500,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2000,,4418300,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2001,,4386450,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2002,,4362050,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2003,,4333900,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2004,,4318350,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2005,,4361396,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2006,,4397997,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2007,,4388386,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2008,,4383750,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2009,,4410910,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2010,,4452821,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2011,,4483434,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2014,,4109999,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2015,,3724950,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2016,,3719300,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2017,,3723917,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2018,,3726549,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2019,,3720161,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2020,,3722716,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2021,,3708610,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2022,,3712502,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2023,,3715483,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,GE,Georgia,2024,,3699557,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,1995,,4620030,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,1996,,4557097,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,1997,,4534920,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,1998,,4532136,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,1999,,4512598,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2000,,4468302,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2001,,4300450,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2002,,4305439,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2003,,4305555,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2004,,4308293,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2005,,4311674,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2006,,4313009,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2007,,4312749,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2008,,4310882,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2009,,4306322,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2010,,4296352,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2011,,4282921,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2012,,4269062,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2013,,4232718,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2014,,4199274,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2015,,4156015,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2016,,4104942,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2017,,4046555,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2018,,3991509,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2019,,3951094,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2020,,3913269,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2021,,3877666,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2022,,3856600,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2023,,3856431,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HR,Croatia,2024,,3868159,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,1995,,10328965,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,1996,,10311238,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,1997,,10290486,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,1998,,10266570,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,1999,,10237530,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2000,,10210971,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2001,,10187576,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2002,,10158608,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2003,,10129552,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2004,,10107146,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2005,,10087065,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2006,,10071370,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2007,,10055780,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2008,,10038188,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2009,,10022650,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2010,,10000023,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2011,,9971727,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2012,,9920362,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2013,,9872734,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2014,,9833038,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2015,,9797755,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2016,,9759755,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2017,,9726756,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2018,,9706964,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2019,,9694824,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2020,,9670419,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2021,,9630932,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2022,,9605074,,,,,
