STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2023,,9592186,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,HU,Hungary,2024,,9562065,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,1995,,3608841,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,1996,,3637510,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,1997,,3674171,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,1998,,3712696,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,1999,,3754786,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2000,,3805174,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2001,,3866243,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2002,,3931947,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2003,,3996521,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2004,,4070262,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2005,,4159914,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2006,,4274137,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2007,,4398942,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2008,,4489544,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2009,,4535375,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2010,,4560155,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2011,,4580084,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2012,,4599533,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2013,,4623816,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2014,,4657740,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2015,,4701957,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2016,,4762722,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2017,,4827445,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2018,,4898022,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2019,,4976456,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2020,,5039747,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2021,,5110585,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2022,,5212836,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2023,,5311538,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IE,Ireland,2024,,5395790,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,1995,,267468,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,1996,,268916,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,1997,,271128,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,1998,,274047,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,1999,,277381,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2000,,281205,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2001,,284968,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2002,,287523,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2003,,289521,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2004,,292074,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2005,,296734,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2006,,303782,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2007,,311566,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2008,,317414,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2009,,318499,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2010,,318041,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2011,,319014,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2012,,320716,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2013,,323764,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2014,,327386,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2015,,330815,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2016,,335439,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2017,,343400,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2018,,352721,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2019,,360563,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2020,,366463,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2021,,372520,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2022,,382003,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2023,,385663,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IS,Iceland,2024,,386506,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,1995,,56844303,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,1996,,56860281,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,1997,,56890372,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,1998,,56906744,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,1999,,56916317,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2000,,56942108,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2001,,56976981,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2002,,57089824,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2003,,57399184,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2004,,57828179,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2005,,58166682,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2006,,58399861,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2007,,58756247,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2008,,59211181,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2009,,59555454,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2010,,59819407,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2011,,60026841,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2012,,60191247,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2013,,60311613,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,IT,Italy,2014,,60320707,,,,,
